num_blocks,median_width,std_width,median_height,std_height,median_x_center,std_x_center,median_y_center,std_y_center,total_width_ratio,median_aspect_ratio,norm_median_width,norm_std_x_center,image_path,label
4.0,39.0,670.7366752310477,157.0,469.532946128384,19.5,360.0500616233804,366.0,204.82412425053843,1.0302114803625377,0.2516548020482078,0.023564954682779457,0.21755290732530536,D:\DATA300\AudioBookSum\output_images\04_29_19_page_1.png,multicolumn
4.0,39.0,670.7366752310477,157.0,469.532946128384,19.5,360.0500616233804,366.0,204.82412425053843,1.0302114803625377,0.2516548020482078,0.023564954682779457,0.21755290732530536,D:\DATA300\AudioBookSum\output_images\04_29_19_page_2.png,single column
4.0,39.0,670.7366752310477,157.0,469.532946128384,19.5,360.0500616233804,366.0,204.82412425053843,1.0302114803625377,0.2516548020482078,0.023564954682779457,0.21755290732530536,D:\DATA300\AudioBookSum\output_images\04_29_19_page_3.png,single column
4.0,39.0,670.7366752310477,157.0,469.532946128384,19.5,360.0500616233804,366.0,204.82412425053843,1.0302114803625377,0.2516548020482078,0.023564954682779457,0.21755290732530536,D:\DATA300\AudioBookSum\output_images\04_29_19_page_4.png,single column
4.0,39.0,670.7366752310477,157.0,469.532946128384,19.5,360.0500616233804,366.0,204.82412425053843,1.0302114803625377,0.2516548020482078,0.023564954682779457,0.21755290732530536,D:\DATA300\AudioBookSum\output_images\04_29_19_page_5.png,single column
4.0,39.0,670.7366752310477,157.0,469.532946128384,19.5,360.0500616233804,366.0,204.82412425053843,1.0302114803625377,0.2516548020482078,0.023564954682779457,0.21755290732530536,D:\DATA300\AudioBookSum\output_images\04_29_19_page_6.png,single column
4.0,39.0,670.7366752310477,157.0,469.532946128384,19.5,360.0500616233804,366.0,204.82412425053843,1.0302114803625377,0.2516548020482078,0.023564954682779457,0.21755290732530536,D:\DATA300\AudioBookSum\output_images\04_29_19_page_7.png,single column
4.0,39.0,670.7366752310477,157.0,469.532946128384,19.5,360.0500616233804,366.0,204.82412425053843,1.0302114803625377,0.2516548020482078,0.023564954682779457,0.21755290732530536,D:\DATA300\AudioBookSum\output_images\04_29_19_page_8.png,single column
4.0,39.0,670.7366752310477,157.0,469.532946128384,19.5,360.0500616233804,366.0,204.82412425053843,1.0302114803625377,0.2516548020482078,0.023564954682779457,0.21755290732530536,D:\DATA300\AudioBookSum\output_images\04_29_19_page_9.png,single column
4.0,39.0,670.7366752310477,157.0,469.532946128384,19.5,360.0500616233804,366.0,204.82412425053843,1.0302114803625377,0.2516548020482078,0.023564954682779457,0.21755290732530536,D:\DATA300\AudioBookSum\output_images\04_29_19_page_10.png,single column
4.0,39.0,670.7366752310477,157.0,469.532946128384,19.5,360.0500616233804,366.0,204.82412425053843,1.0302114803625377,0.2516548020482078,0.023564954682779457,0.21755290732530536,D:\DATA300\AudioBookSum\output_images\04_29_19_page_11.png,single column
